dataset,strategy,requested_model_a,requested_model_b,n_overlap,acc_a,acc_b,n01_a0_b1,n10_a1_b0,mcnemar_stat,p_value
truthfulqa_mc1,cot,phi_4_reasoning,qwen3_8b,100,0.99,0.94,0,5,3.2,0.0625
truthfulqa_mc1,cot,qwen3_30b_a3b,qwen3_8b,100,0.98,0.94,1,5,1.5,0.21875
truthfulqa_mc1,few_shot_cot,gemma_4_26b_a4b,gemma_4_e2b,100,0.82,0.51,3,34,24.324324324324323,1.233129296451807e-07
truthfulqa_mc1,few_shot_cot,gemma_4_26b_a4b,gemma_4_e4b,100,0.82,0.8,8,10,0.05555555555555555,0.8145294189453125
truthfulqa_mc1,few_shot_cot,gemma_4_26b_a4b,phi_4_mini_reasoning,100,0.82,0.97,17,2,10.31578947368421,0.000728607177734375
truthfulqa_mc1,few_shot_cot,gemma_4_26b_a4b,phi_4_reasoning,100,0.82,1.0,18,0,16.055555555555557,7.62939453125e-06
truthfulqa_mc1,few_shot_cot,gemma_4_26b_a4b,qwen3_30b_a3b,100,0.82,0.99,17,0,15.058823529411764,1.52587890625e-05
truthfulqa_mc1,few_shot_cot,gemma_4_26b_a4b,qwen3_8b,100,0.82,0.97,18,3,9.333333333333334,0.0014896392822265625
truthfulqa_mc1,few_shot_cot,gemma_4_e2b,gemma_4_e4b,100,0.51,0.8,32,3,22.4,4.176981747150421e-07
truthfulqa_mc1,few_shot_cot,gemma_4_e2b,phi_4_mini_reasoning,100,0.51,0.97,47,1,42.1875,3.481659405224491e-13
truthfulqa_mc1,few_shot_cot,gemma_4_e2b,phi_4_reasoning,100,0.51,1.0,49,0,47.02040816326531,3.552713678800501e-15
truthfulqa_mc1,few_shot_cot,gemma_4_e2b,qwen3_30b_a3b,100,0.51,0.99,48,0,46.020833333333336,7.105427357601002e-15
truthfulqa_mc1,few_shot_cot,gemma_4_e2b,qwen3_8b,100,0.51,0.97,48,2,40.5,2.2666313270747196e-12
truthfulqa_mc1,few_shot_cot,gemma_4_e4b,phi_4_mini_reasoning,100,0.8,0.97,19,2,12.19047619047619,0.00022125244140625
truthfulqa_mc1,few_shot_cot,gemma_4_e4b,phi_4_reasoning,100,0.8,1.0,20,0,18.05,1.9073486328125e-06
truthfulqa_mc1,few_shot_cot,gemma_4_e4b,qwen3_30b_a3b,100,0.8,0.99,20,1,15.428571428571429,2.09808349609375e-05
truthfulqa_mc1,few_shot_cot,gemma_4_e4b,qwen3_8b,100,0.8,0.97,20,3,11.130434782608695,0.00048828125
truthfulqa_mc1,few_shot_cot,phi_4_mini_reasoning,phi_4_reasoning,100,0.97,1.0,3,0,1.3333333333333333,0.25
truthfulqa_mc1,few_shot_cot,phi_4_mini_reasoning,qwen3_30b_a3b,100,0.97,0.99,2,0,0.5,0.5
truthfulqa_mc1,few_shot_cot,phi_4_mini_reasoning,qwen3_8b,100,0.97,0.97,3,3,0.16666666666666666,1.0
truthfulqa_mc1,few_shot_cot,phi_4_reasoning,qwen3_30b_a3b,100,1.0,0.99,0,1,0.0,1.0
truthfulqa_mc1,few_shot_cot,phi_4_reasoning,qwen3_8b,100,1.0,0.97,0,3,1.3333333333333333,0.25
truthfulqa_mc1,few_shot_cot,qwen3_30b_a3b,qwen3_8b,100,0.99,0.97,1,3,0.25,0.625
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,gemma_4_e2b,100,0.81,0.55,7,33,15.625,4.2277022657799534e-05
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,gemma_4_e4b,100,0.81,0.86,14,9,0.6956521739130435,0.4048728942871094
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,phi_4_mini_reasoning,100,0.81,0.99,18,0,16.055555555555557,7.62939453125e-06
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,phi_4_reasoning,100,0.81,0.99,18,0,16.055555555555557,7.62939453125e-06
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,qwen3_30b_a3b,100,0.81,0.98,18,1,13.473684210526315,7.62939453125e-05
truthfulqa_mc1,zero_shot,gemma_4_26b_a4b,qwen3_8b,100,0.81,0.94,16,3,7.578947368421052,0.004425048828125
truthfulqa_mc1,zero_shot,gemma_4_e2b,gemma_4_e4b,100,0.55,0.86,37,6,20.930232558139537,1.636124125070637e-06
truthfulqa_mc1,zero_shot,gemma_4_e2b,phi_4_mini_reasoning,100,0.55,0.99,45,1,40.19565217391305,1.3358203432289883e-12
truthfulqa_mc1,zero_shot,gemma_4_e2b,phi_4_reasoning,100,0.55,0.99,45,1,40.19565217391305,1.3358203432289883e-12
truthfulqa_mc1,zero_shot,gemma_4_e2b,qwen3_30b_a3b,100,0.55,0.98,44,1,39.2,2.6147972675971687e-12
truthfulqa_mc1,zero_shot,gemma_4_e2b,qwen3_8b,100,0.55,0.94,42,3,32.08888888888889,8.654978955746628e-10
truthfulqa_mc1,zero_shot,gemma_4_e4b,phi_4_mini_reasoning,100,0.86,0.99,13,0,11.076923076923077,0.000244140625
truthfulqa_mc1,zero_shot,gemma_4_e4b,phi_4_reasoning,100,0.86,0.99,13,0,11.076923076923077,0.000244140625
truthfulqa_mc1,zero_shot,gemma_4_e4b,qwen3_30b_a3b,100,0.86,0.98,13,1,8.642857142857142,0.0018310546875
truthfulqa_mc1,zero_shot,gemma_4_e4b,qwen3_8b,100,0.86,0.94,12,4,3.0625,0.076812744140625
truthfulqa_mc1,zero_shot,phi_4_mini_reasoning,phi_4_reasoning,100,0.99,0.99,0,0,0.0,1.0
truthfulqa_mc1,zero_shot,phi_4_mini_reasoning,qwen3_30b_a3b,100,0.99,0.98,0,1,0.0,1.0
truthfulqa_mc1,zero_shot,phi_4_mini_reasoning,qwen3_8b,100,0.99,0.94,0,5,3.2,0.0625
truthfulqa_mc1,zero_shot,phi_4_reasoning,qwen3_30b_a3b,100,0.99,0.98,0,1,0.0,1.0
truthfulqa_mc1,zero_shot,phi_4_reasoning,qwen3_8b,100,0.99,0.94,0,5,3.2,0.0625
truthfulqa_mc1,zero_shot,qwen3_30b_a3b,qwen3_8b,100,0.98,0.94,1,5,1.5,0.21875
